ID,PRE_POST,Mean,Variance,MESOR,Amplitude,Phase,Period,F,p,IS,IV,RA,source,sensor_flag,pct_zero,longest_zero_run_hours
6,PRE,1.5516098484848484,2.3799926316738813,1.5337918465450175,0.9145268885805262,353.61941633800103,24.0,18.349926109999057,5.925843248819594e-08,0.4640958681683235,1.6032153948355323,0.6155697568262923,#06 IR.csv,False,16.48,3.0
6,POST,2.0533911671924288,2.539603630141272,2.045134303507085,1.1370704586647342,344.0292295767467,24.0,107.84961450461321,5.137022898888974e-41,0.3491426139854337,0.9444044027850789,0.5183747412008279,#06 IR.csv,False,4.89,5.0
7,PRE,13.946685606060607,21.073911174242422,13.959320991858316,0.3681385058186524,256.93213603152395,24.0,0.2834949222046868,0.7534961488704863,0.06935297950053658,1.221229785862386,0.05728188417824971,#07 IR.csv,False,3.41,2.0
7,POST,15.021188222923238,7.560454334535472,15.020157839992665,0.3214516030948009,6.560854435553416,24.0,2.1685977113752917,0.11518926381858538,0.034567976417711706,0.9611557999666825,0.025539058788629904,#07 IR.csv,False,1.26,5.0
8,PRE,3.0195266272189354,2.9676190867537025,3.023846440713126,1.0654419408099407,346.7480961949275,24.0,19.763660832445375,1.9989300585057963e-08,0.5085736410577477,1.474757469570292,0.3416021941135534,#08 IR.csv,False,0.0,0.0
8,POST,2.542841880341881,3.177735374280318,2.542841880341879,0.9217032894245124,354.77144217697816,24.0,47.997322357339705,4.142392139908472e-20,0.25866054275583633,1.022614191398476,0.3689235420478952,#08 IR.csv,False,7.21,5.0
9,PRE,2.6787968441814596,4.440541467079929,2.6842967522715635,1.3430220406459044,346.20467352306673,24.0,21.303690121517793,5.815790739161013e-09,0.48902524605006675,0.9957223213765023,0.4650772955857702,#09 IR.csv,False,4.73,2.0
9,POST,3.336992521367522,5.089019494147654,3.3369925213675207,1.3168078869812125,352.8484003722586,24.0,63.88443455350718,5.887842943969356e-26,0.41692976691890554,0.8515584815054343,0.4099515258228411,#09 IR.csv,True,11.7,51.0
10,PRE,15.15049751243781,5.80826207309318,15.150285943426011,0.07440312600266859,10.45144219589863,24.0,0.03191456738134957,0.9685968561411644,0.2931102433828601,1.3953877873714609,0.023848781696895364,#10 IR.csv,False,0.75,1.0
10,POST,15.34387031408308,0.4290017744632531,15.345554032280484,0.1815693686482744,146.95910274580726,24.0,13.119267835328847,2.5914064508454297e-06,0.1018708468942802,1.7416211047153771,0.011601590868399417,#10 IR.csv,False,0.0,0.0
